loan_amnt,term,int_rate,installment,emp_length,home_ownership,annual_inc,delinq_2yrs,pub_rec_bankruptcies,loan_status
12800, 36 months,16.59,453.75,7 years,MORTGAGE,45000,0,0,Fully Paid
7000, 36 months,6.03,213.05,5 years,MORTGAGE,55000,0,0,Fully Paid
4000, 36 months,18.64,145.9,10+ years,RENT,47000,0,0,Charged Off
16000, 60 months,11.99,355.84,4 years,RENT,55000,0,0,Charged Off
10000, 60 months,9.92,212.08,< 1 year,RENT,70000,0,0,Current
9000, 36 months,15.99,316.37,10+ years,RENT,79500,0,0,Fully Paid
4400, 36 months,12.62,147.45,8 years,MORTGAGE,110000,0,0,Current
12000, 60 months,8.38,245.51,10+ years,MORTGAGE,150000,0,0,Current
6000, 36 months,11.99,199.26,,MORTGAGE,48000,2,0,Charged Off
4500, 36 months,9.17,143.46,10+ years,RENT,30000,1,0,Fully Paid
20000, 36 months,12.99,673.79,7 years,MORTGAGE,106000,0,0,Charged Off
25000, 60 months,7.84,505,6 years,MORTGAGE,90000,0,0,Current
8000, 36 months,9.17,255.04,10+ years,MORTGAGE,26000,0,1,Fully Paid
8000, 36 months,6.08,243.67,1 year,RENT,92250,0,0,Current
35000, 60 months,20.89,944.71,< 1 year,MORTGAGE,75000,0,0,Current
4000, 36 months,14.99,138.65,10+ years,RENT,55000,2,0,Current
34550, 60 months,17.86,874.72,2 years,MORTGAGE,72000,0,0,Current
10000, 36 months,7.89,312.86,< 1 year,MORTGAGE,100000,0,0,Fully Paid
21600, 36 months,7.69,673.79,2 years,RENT,120000,0,0,Fully Paid
10700, 36 months,20.99,403.07,10+ years,MORTGAGE,30000,0,0,Fully Paid
6000, 36 months,18.06,217.1,< 1 year,MORTGAGE,30000,1,0,Late (31-120 days)
15000, 36 months,6.97,462.96,6 years,MORTGAGE,150000,0,0,Fully Paid
15800, 60 months,11.47,347.25,7 years,RENT,52000,0,0,Current
19200, 36 months,7.96,601.31,2 years,MORTGAGE,230000,0,0,Fully Paid
8000, 36 months,12.74,268.56,10+ years,RENT,67000,0,0,Current
7000, 36 months,5.32,210.81,10+ years,OWN,53000,0,0,Fully Paid
8000, 36 months,7.69,249.55,10+ years,RENT,110000,0,0,Fully Paid
6000, 36 months,11.99,199.26,10+ years,RENT,70000,0,1,Fully Paid
10000, 36 months,14.47,344.07,3 years,RENT,68000,0,0,Current
15000, 36 months,11.67,495.86,10+ years,RENT,60000,0,0,Fully Paid
11200, 36 months,11.14,367.42,8 years,MORTGAGE,35000,1,0,Fully Paid
8400, 36 months,13.99,287.06,2 years,RENT,62200,1,0,Current
40000, 60 months,16.01,972.94,< 1 year,MORTGAGE,90000,0,0,Current
9000, 36 months,12.39,300.61,< 1 year,RENT,50000,0,0,Fully Paid
8000, 36 months,13.67,272.15,3 years,RENT,180000,0,0,Fully Paid
19600, 36 months,13.44,664.57,< 1 year,RENT,70000,0,0,Fully Paid
7000, 36 months,19.2,257.31,10+ years,RENT,92000,0,0,Fully Paid
31200, 60 months,12.05,694.82,8 years,RENT,95000,0,1,Current
12000, 36 months,6.67,368.72,10+ years,RENT,50000,0,0,Current
16000, 36 months,6.03,486.97,3 years,MORTGAGE,100000,0,0,Fully Paid
15700, 60 months,10.75,339.41,5 years,RENT,60000,0,1,Fully Paid
13000, 36 months,9.67,417.47,10+ years,MORTGAGE,113200,1,0,Fully Paid
11325, 36 months,25.57,453.71,10+ years,RENT,49000,0,1,Charged Off
5000, 36 months,11.55,165,< 1 year,RENT,85000,0,0,Current
5000, 36 months,16.14,176.14,,OWN,32000,0,0,Current
20000, 36 months,7.96,626.36,9 years,MORTGAGE,85000,0,0,Current
12000, 36 months,10.75,391.45,6 years,RENT,55000,1,0,Fully Paid
25000, 60 months,13.59,576.41,1 year,MORTGAGE,64000,0,1,Current
9450, 60 months,22.06,261.33,2 years,MORTGAGE,70000,0,0,Fully Paid
15000, 36 months,8.19,471.37,2 years,MORTGAGE,63000,0,0,Fully Paid
10000, 60 months,6.67,196.46,6 years,MORTGAGE,38700,0,0,Fully Paid
5500, 36 months,10.08,177.68,< 1 year,RENT,56000,1,0,Current
35000, 36 months,19.99,1300.55,9 years,MORTGAGE,81120,0,0,Fully Paid
12000, 60 months,17.1,298.88,4 years,MORTGAGE,38480,0,0,Fully Paid
3200, 36 months,10.75,104.39,10+ years,RENT,93000,0,0,Fully Paid
25000, 60 months,12.98,568.58,10+ years,MORTGAGE,85000,0,0,Current
26700, 36 months,5.32,804.07,10+ years,MORTGAGE,75000,0,0,Fully Paid
3025, 36 months,12.79,101.62,4 years,MORTGAGE,38000,0,0,Fully Paid
8700, 36 months,8.24,273.6,10+ years,MORTGAGE,70000,0,0,Charged Off
1500, 36 months,14.99,52,8 years,RENT,63000,1,0,Fully Paid
20000, 60 months,13.99,465.27,5 years,RENT,75000,0,0,Charged Off
30000, 60 months,7.84,606,10+ years,MORTGAGE,175000,0,0,Current
18000, 36 months,15.59,629.19,1 year,RENT,45000,0,0,Charged Off
3000, 36 months,5.32,90.35,10+ years,OWN,101000,0,0,Fully Paid
11075, 60 months,18.92,286.81,5 years,RENT,26400,0,0,Charged Off
8500, 36 months,16.91,302.67,10+ years,RENT,42000,2,1,Current
20000, 36 months,12.12,665.44,4 years,RENT,60000,0,0,Charged Off
16800, 36 months,12.74,563.96,10+ years,MORTGAGE,62068,0,0,Fully Paid
7000, 36 months,15.61,244.76,10+ years,MORTGAGE,92000,1,0,Fully Paid
10000, 36 months,9.43,320.01,7 years,RENT,90000,0,0,Current
10000, 60 months,16.91,248.05,10+ years,MORTGAGE,74000,2,0,Current
32375, 60 months,19.53,849.3,10+ years,MORTGAGE,80998,0,0,Current
19200, 60 months,14.99,456.67,6 years,RENT,55000,0,0,Current
6250, 36 months,12.87,210.21,1 year,OWN,29000,1,0,Charged Off
12000, 36 months,13.67,408.22,,MORTGAGE,74000,2,0,Charged Off
18000, 60 months,13.99,418.74,2 years,MORTGAGE,70000,0,0,Current
10325, 36 months,16.55,365.81,2 years,OWN,43000,0,0,Fully Paid
7200, 36 months,12.74,241.7,4 years,RENT,48000,0,0,Current
2800, 36 months,24.37,110.4,3 years,RENT,45500,2,0,Current
8000, 36 months,7.35,248.3,6 years,RENT,105000,0,0,Current
15000, 60 months,10.9,325.39,7 years,OWN,34000,0,0,Current
20000, 60 months,12.62,451.19,< 1 year,OWN,112000,0,0,Fully Paid
10000, 36 months,19.99,371.59,10+ years,RENT,29000,0,0,Fully Paid
22000, 60 months,7.26,438.34,10+ years,MORTGAGE,95000,0,0,Fully Paid
16000, 36 months,16.91,569.73,5 years,RENT,70000,0,0,Current
10000, 36 months,8.81,317.12,< 1 year,MORTGAGE,70000,0,0,Current
18000, 36 months,8.19,565.64,10+ years,OWN,86600,0,0,Fully Paid
5000, 36 months,15.61,174.83,9 years,RENT,40000,1,0,Fully Paid
15000, 36 months,7.69,467.91,10+ years,MORTGAGE,130000,0,0,Fully Paid
33000, 36 months,9.93,1063.74,10+ years,MORTGAGE,165000,0,0,Fully Paid
20375, 60 months,22.7,570.88,10+ years,MORTGAGE,122500,1,0,Fully Paid
12800, 60 months,13.33,293.41,9 years,MORTGAGE,66000,0,1,Charged Off
2400, 36 months,13.49,81.44,5 years,MORTGAGE,90000,0,0,Current
28000, 36 months,5.32,843.22,9 years,MORTGAGE,260000,0,0,Charged Off
4300, 36 months,9.99,138.73,,MORTGAGE,18216,1,1,Fully Paid
15000, 60 months,12.69,338.93,8 years,MORTGAGE,45000,0,1,Current
20000, 60 months,18.06,508.53,9 years,MORTGAGE,60000,0,0,Current
15000, 60 months,15.61,361.67,10+ years,MORTGAGE,106000,0,0,Charged Off
10000, 60 months,21.45,273.08,2 years,MORTGAGE,100000,0,0,Current
28000, 60 months,12.73,633.23,< 1 year,RENT,65000,0,1,Current
2500, 36 months,14.65,86.24,10+ years,MORTGAGE,50000,1,0,Fully Paid
12000, 36 months,12.62,402.14,5 years,OWN,65000,0,1,Current
13000, 36 months,12.73,436.34,7 years,MORTGAGE,35000,1,0,Current
16000, 36 months,21,602.81,10+ years,OWN,80000,0,0,Fully Paid
16000, 60 months,7.9,323.66,7 years,MORTGAGE,59000,0,0,Fully Paid
35000, 60 months,8.99,726.38,10+ years,MORTGAGE,304936,1,0,Current
15000, 60 months,14.99,356.78,10+ years,RENT,90000,1,0,Current
5000, 36 months,9.76,160.78,1 year,MORTGAGE,45000,0,0,Charged Off
32000, 36 months,6.97,987.63,6 years,MORTGAGE,200000,0,0,Fully Paid
7550, 36 months,14.46,259.74,,MORTGAGE,22265,0,0,Fully Paid
9625, 36 months,18.25,349.18,6 years,RENT,26800,0,0,Fully Paid
16000, 60 months,25.82,477.35,10+ years,RENT,50000,0,0,Current
22000, 36 months,5.32,662.53,2 years,RENT,90000,0,0,Fully Paid
21000, 60 months,23.99,604.01,2 years,OWN,85000,0,0,Current
22500, 36 months,12.98,757.9,4 years,MORTGAGE,100000,0,0,Current
18000, 36 months,7.89,563.15,10+ years,MORTGAGE,54000,0,0,Fully Paid
20000, 36 months,8.67,632.93,10+ years,RENT,80000,0,0,Fully Paid
10000, 36 months,10.99,327.34,< 1 year,RENT,35000,0,0,Charged Off
1775, 36 months,12.29,59.21,10+ years,MORTGAGE,36000,0,0,Charged Off
25000, 36 months,13.66,850.32,3 years,RENT,110000,0,0,Charged Off
20700, 60 months,23.99,595.38,10+ years,MORTGAGE,128000,0,0,Charged Off
18200, 60 months,14.08,424.24,9 years,MORTGAGE,185000,0,0,Current
10000, 36 months,8.9,317.54,2 years,MORTGAGE,66500,1,0,Fully Paid
16000, 36 months,10.72,521.71,10+ years,RENT,35000,1,0,Current
35000, 60 months,19.92,925.73,3 years,MORTGAGE,260000,1,0,Current
13550, 60 months,20.99,366.5,10+ years,MORTGAGE,56000,0,0,Fully Paid
16000, 60 months,14.46,376.12,2 years,MORTGAGE,175000,0,0,Current
10950, 36 months,11.47,360.94,10+ years,MORTGAGE,68000,0,0,Fully Paid
30150, 60 months,26.24,907,4 years,RENT,67000,0,0,Fully Paid
5000, 36 months,15.05,173.45,,MORTGAGE,37000,0,0,Current
12800, 36 months,12.05,425.45,10+ years,MORTGAGE,110000,0,0,Fully Paid
8700, 36 months,5.32,262,8 years,MORTGAGE,65000,0,0,Charged Off
16100, 36 months,8.19,505.93,7 years,RENT,65000,0,0,Fully Paid
16000, 60 months,12.29,358.27,10+ years,MORTGAGE,69000,2,0,Current
20000, 36 months,8.24,628.95,< 1 year,RENT,82300,0,0,Current
3000, 36 months,18.06,108.55,10+ years,RENT,17700,0,0,Fully Paid
3500, 36 months,15.61,122.38,2 years,RENT,63000,1,0,Fully Paid
20000, 60 months,15.02,476.01,1 year,RENT,55000,0,1,Current
15000, 36 months,12.99,505.34,4 years,MORTGAGE,87000,0,0,Fully Paid
23800, 60 months,6.97,470.94,10+ years,MORTGAGE,88000,0,0,Current
15500, 36 months,17.27,554.71,10+ years,OWN,46000,0,0,Fully Paid
10000, 36 months,18.99,366.51,10+ years,MORTGAGE,260000,0,0,Charged Off
9100, 36 months,11.47,299.96,3 years,MORTGAGE,40000,0,0,Fully Paid
25000, 60 months,13.56,576.02,7 years,RENT,53000,0,0,Current
14400, 60 months,10.75,311.3,2 years,OWN,63000,1,0,Current
25000, 60 months,13.18,571.14,3 years,MORTGAGE,101000,0,0,Current
10000, 60 months,13.56,230.41,5 years,MORTGAGE,70000,0,0,Current
15000, 36 months,12.99,505.34,,MORTGAGE,51000,0,1,Charged Off
35000, 36 months,22.9,1353.02,10+ years,MORTGAGE,101568,1,0,Fully Paid
11000, 36 months,6.19,335.59,6 years,RENT,54442,0,0,Current
10800, 60 months,14.08,251.75,,MORTGAGE,33108,0,0,Current
10000, 60 months,11.49,219.88,1 year,OWN,60000,0,0,Fully Paid
40000, 60 months,10.42,858.18,2 years,OWN,250000,1,0,Current
20000, 60 months,13.99,465.27,4 years,RENT,60000,0,0,Charged Off
4500, 36 months,15.02,156.04,10+ years,OWN,68790,0,1,Current
21575, 60 months,26.24,649.04,2 years,MORTGAGE,96000,0,0,Current
15000, 36 months,12.74,503.54,6 years,MORTGAGE,45500,0,1,Current
5500, 36 months,14.3,188.78,10+ years,RENT,20000,0,0,Charged Off
25000, 60 months,30.84,821.79,8 years,MORTGAGE,80000,0,0,Current
6000, 36 months,17.09,214.19,5 years,RENT,37000,0,0,Current
19100, 36 months,17.99,690.42,10+ years,RENT,70000,0,0,Fully Paid
34000, 60 months,13.98,790.77,10+ years,OWN,100637,0,0,Fully Paid
30000, 36 months,11.44,988.43,4 years,MORTGAGE,220000,0,0,Current
18725, 36 months,16.02,658.51,10+ years,MORTGAGE,65000,0,0,Charged Off
4200, 36 months,7.07,129.82,10+ years,MORTGAGE,30000,0,0,Current
10000, 36 months,7.59,311.48,1 year,MORTGAGE,163000,0,0,Fully Paid
28000, 36 months,5.32,843.22,10+ years,OWN,100000,0,0,Fully Paid
14000, 60 months,12.59,315.62,1 year,MORTGAGE,56000,0,0,Fully Paid
15000, 36 months,7.62,467.43,2 years,MORTGAGE,180000,0,0,Fully Paid
25000, 60 months,9.49,524.93,2 years,MORTGAGE,77000,0,0,Current
21000, 36 months,6.08,639.63,10+ years,MORTGAGE,220000,0,0,Current
5000, 36 months,7.51,155.56,7 years,MORTGAGE,73200,0,0,Fully Paid
8000, 36 months,14.47,275.26,,RENT,11084.64,0,0,Current
10000, 36 months,8.9,317.54,3 years,MORTGAGE,120000,0,0,Fully Paid
15000, 36 months,6.08,456.88,2 years,RENT,45000,0,0,Current
16000, 36 months,9.93,515.75,< 1 year,MORTGAGE,150000,1,0,Current
25000, 60 months,12.69,564.87,10+ years,MORTGAGE,65000,0,0,Fully Paid
7200, 36 months,11.49,237.4,6 years,RENT,39800,0,0,Current
25425, 60 months,18.06,646.46,10+ years,RENT,53000,0,0,Charged Off
7000, 36 months,14.33,240.37,5 years,MORTGAGE,26480,0,0,Fully Paid
12250, 60 months,22.4,341.13,2 years,MORTGAGE,35000,1,0,Charged Off
12000, 36 months,9.44,384.06,10+ years,MORTGAGE,56550,0,1,Current
29900, 60 months,20,792.17,10+ years,MORTGAGE,68000,0,0,Current
28700, 36 months,18.84,1049.71,10+ years,RENT,79000,0,0,Charged Off
35000, 60 months,12.39,785.48,< 1 year,MORTGAGE,135000,0,0,Fully Paid
7200, 36 months,9.49,230.61,10+ years,MORTGAGE,60000,0,1,Fully Paid
35000, 60 months,12.61,789.39,9 years,MORTGAGE,78500,0,1,Fully Paid
28000, 36 months,7.89,876,4 years,OWN,185000,0,0,Fully Paid
6000, 36 months,7.97,187.94,10+ years,OWN,75000,0,0,Fully Paid
22000, 60 months,9.44,461.4,5 years,MORTGAGE,150000,0,0,Fully Paid
6000, 36 months,14.65,206.97,2 years,RENT,25000,0,0,Fully Paid
10000, 36 months,11.47,329.62,5 years,RENT,35000,0,1,Fully Paid
7000, 36 months,12.69,234.82,10+ years,MORTGAGE,89000,2,0,Fully Paid
30000, 36 months,10.08,969.15,10+ years,RENT,90000,0,0,Current
4000, 36 months,13.59,135.92,10+ years,OWN,50000,0,0,Fully Paid
15500, 60 months,13.33,355.3,4 years,OWN,60000,0,0,Fully Paid
16000, 36 months,11.49,527.55,10+ years,MORTGAGE,88000,0,0,Fully Paid
10375, 36 months,15.1,360.17,1 year,RENT,30225,0,0,Fully Paid
6075, 36 months,7.46,188.86,10+ years,MORTGAGE,135000,0,0,Current
11000, 36 months,6.11,335.19,2 years,RENT,90000,0,0,Current
15000, 60 months,18.55,385.41,3 years,RENT,75000,0,0,Fully Paid
20000, 60 months,13.59,461.13,< 1 year,MORTGAGE,75000,0,0,Current
28000, 36 months,15.31,974.89,10+ years,MORTGAGE,130000,1,0,Fully Paid
20000, 36 months,15.31,696.35,4 years,RENT,101000,0,0,Fully Paid
4425, 36 months,15.99,155.55,< 1 year,RENT,88000,0,1,Fully Paid
15325, 60 months,24.99,449.72,10+ years,MORTGAGE,51140,1,1,Charged Off
10375, 36 months,17.27,371.3,5 years,RENT,30000,0,0,Fully Paid
35000, 60 months,23.33,993.32,10+ years,RENT,250000,0,0,Fully Paid
20500, 60 months,11.99,455.91,,RENT,60000,0,1,Current
12000, 36 months,8.67,379.76,10+ years,MORTGAGE,77000,0,3,Fully Paid
12000, 60 months,13.59,276.68,4 years,RENT,45000,0,0,Late (16-30 days)
24750, 60 months,20,655.73,7 years,MORTGAGE,55000,0,0,Current
13000, 36 months,13.56,441.54,4 years,OWN,30000,0,0,Current
24000, 36 months,10.49,779.95,10+ years,MORTGAGE,80000,2,0,Fully Paid
7200, 36 months,7.07,222.55,5 years,MORTGAGE,45000,0,1,Fully Paid
4800, 36 months,11.49,158.27,10+ years,MORTGAGE,77000,0,0,Fully Paid
24000, 60 months,18.94,621.79,10+ years,RENT,47500,0,0,Current
28000, 36 months,12.99,943.3,,MORTGAGE,56000,0,0,Fully Paid
3600, 36 months,10.08,116.3,6 years,RENT,45000,0,1,Current
35000, 60 months,24.5,1017.07,7 years,MORTGAGE,132000,0,0,Fully Paid
12000, 36 months,8.24,377.37,8 years,RENT,40000,0,0,Fully Paid
12000, 60 months,17.86,303.81,8 years,MORTGAGE,28000,0,0,Current
12000, 60 months,14.65,283.28,4 years,RENT,40000,0,0,Current
10000, 36 months,8.59,316.1,5 years,MORTGAGE,62400,0,0,Fully Paid
18000, 60 months,13.99,418.74,6 years,RENT,50000,0,0,Current
12000, 36 months,9.92,386.76,3 years,RENT,58000,0,0,Current
30000, 60 months,22.45,836.27,10+ years,OWN,95000,1,0,Fully Paid
20000, 36 months,6.99,617.46,10+ years,MORTGAGE,120000,0,0,Fully Paid
25000, 36 months,10.65,814.34,9 years,OWN,53500,0,0,Charged Off
8875, 36 months,14.09,303.72,2 years,RENT,45000,0,0,Charged Off
7000, 36 months,8.38,220.59,< 1 year,RENT,44000,3,0,Fully Paid
19350, 60 months,21.49,528.84,< 1 year,MORTGAGE,64000,0,0,Charged Off
10000, 36 months,13.59,339.79,10+ years,MORTGAGE,82812,0,0,Fully Paid
8000, 36 months,16.02,281.34,< 1 year,RENT,68000,0,0,Current
35000, 36 months,7.02,1081.02,10+ years,MORTGAGE,137000,0,0,Current
26475, 36 months,11.99,879.23,3 years,RENT,170000,0,0,Current
5000, 36 months,11.99,166.05,8 years,RENT,32000,0,0,Fully Paid
15000, 60 months,9.17,312.62,6 years,MORTGAGE,55000,0,0,Fully Paid
40000, 60 months,19.92,1057.98,10+ years,MORTGAGE,42120,0,0,Current
5000, 36 months,11.31,164.43,8 years,RENT,22000,0,1,Current
6000, 36 months,7.99,188,2 years,RENT,67000,0,0,Current
30000, 36 months,17.99,1084.43,10+ years,MORTGAGE,192000,0,0,Fully Paid
12000, 60 months,14.49,282.28,3 years,MORTGAGE,42000,0,0,Charged Off
4000, 36 months,19.42,147.48,1 year,MORTGAGE,90000,4,1,Current
15000, 60 months,7.97,303.94,4 years,RENT,60000,0,0,Current
21000, 60 months,8.18,427.62,8 years,RENT,55200,0,0,Fully Paid
30000, 36 months,17.09,1070.93,< 1 year,RENT,40000,0,0,In Grace Period
11500, 60 months,14.49,270.52,4 years,MORTGAGE,116600,0,0,Fully Paid
12000, 36 months,12.12,399.26,10+ years,OWN,80000,0,0,Fully Paid
15000, 36 months,13.99,512.6,2 years,MORTGAGE,63000,0,0,Charged Off
7500, 36 months,10.41,243.46,10+ years,OWN,59000,0,0,Current
5000, 36 months,9.75,160.75,2 years,RENT,70000,0,0,Current
15000, 36 months,10.99,491.01,,MORTGAGE,45000,0,0,Fully Paid
2500, 36 months,12.73,83.92,1 year,RENT,33600,0,0,Current
10000, 36 months,6.49,306.45,6 years,MORTGAGE,58850,0,0,Fully Paid
11000, 36 months,11.14,360.86,10+ years,OWN,35000,0,0,Fully Paid
36000, 36 months,7.99,1127.95,10+ years,RENT,250000,2,0,Current
16000, 36 months,14.47,550.51,3 years,MORTGAGE,35000,2,0,Current
4000, 36 months,10.99,130.94,,MORTGAGE,32400,0,1,Fully Paid
20000, 60 months,15.61,482.23,5 years,MORTGAGE,75049,0,0,Fully Paid
12000, 36 months,8.18,377.04,< 1 year,RENT,32000,0,0,Fully Paid
3000, 36 months,12.73,100.7,10+ years,MORTGAGE,60000,0,0,Current
19000, 36 months,16.29,670.71,10+ years,MORTGAGE,50000,0,0,Current
5000, 36 months,23.4,194.6,1 year,MORTGAGE,55000,0,0,Fully Paid
12000, 36 months,9.17,382.55,3 years,RENT,65000,2,0,Fully Paid
21000, 36 months,12.79,705.46,10+ years,MORTGAGE,50000,0,0,Current
6225, 36 months,13.49,211.22,,RENT,17292,0,0,Late (31-120 days)
7200, 36 months,14.33,247.24,10+ years,MORTGAGE,75000,5,0,Fully Paid
11200, 36 months,10.49,363.98,7 years,MORTGAGE,58240,1,0,Charged Off
4000, 36 months,14.03,136.77,,OWN,28476,0,0,Current
25000, 36 months,10.42,811.62,,MORTGAGE,195000,1,0,Charged Off
15450, 36 months,16.24,545.01,10+ years,MORTGAGE,40000,1,0,Fully Paid
20000, 36 months,11.99,664.2,1 year,RENT,95000,0,0,Current
30975, 60 months,27.79,960.52,3 years,MORTGAGE,120078,0,0,Fully Paid
20000, 60 months,21.15,542.76,5 years,RENT,110000,1,0,Fully Paid
20125, 60 months,14.99,478.67,,RENT,50000,1,2,Current
6500, 36 months,15.81,227.92,,MORTGAGE,28308,3,0,Fully Paid
17625, 36 months,14.64,607.88,2 years,MORTGAGE,85000,1,0,Fully Paid
2275, 36 months,11.53,75.06,3 years,RENT,15000,1,0,Fully Paid
12000, 36 months,9.99,387.15,10+ years,RENT,57000,0,0,Fully Paid
40000, 60 months,8.19,814.7,7 years,MORTGAGE,180000,1,0,Current
14400, 36 months,26.99,587.81,2 years,MORTGAGE,56008,0,0,Charged Off
8000, 36 months,9.44,256.04,10+ years,MORTGAGE,72000,0,0,Fully Paid
10000, 60 months,20.89,269.92,5 years,MORTGAGE,50000,0,0,Current
19000, 36 months,11.47,626.28,2 years,MORTGAGE,72000,1,0,Fully Paid
16825, 36 months,22.45,646.48,10+ years,MORTGAGE,95000,0,0,Fully Paid
19900, 60 months,14.08,463.87,< 1 year,MORTGAGE,53000,0,0,Current
9000, 36 months,9.44,288.05,4 years,RENT,69000,0,1,Current
6050, 36 months,11.44,199.34,10+ years,MORTGAGE,95000,0,0,Current
17000, 60 months,21,459.91,< 1 year,RENT,38000,0,0,Fully Paid
18000, 36 months,12.62,603.21,1 year,RENT,130000,1,0,Fully Paid
18000, 36 months,12.49,602.08,3 years,MORTGAGE,65000,0,1,Fully Paid
10000, 60 months,16.55,246.12,9 years,RENT,24000,0,1,Current
40000, 60 months,12.62,902.37,10+ years,MORTGAGE,115000,0,0,Current
15000, 36 months,13.49,508.96,6 years,RENT,98000,1,0,Current
10000, 36 months,5.32,301.15,,OWN,145000,0,0,Current
5000, 36 months,12.74,167.85,10+ years,RENT,53000,0,0,Charged Off
10000, 36 months,10.91,326.97,< 1 year,RENT,30000,0,0,Current
5750, 36 months,16.02,202.21,,OWN,14400,0,0,Current
4500, 36 months,14.49,154.88,8 years,MORTGAGE,120000,0,0,Fully Paid
3000, 36 months,10.75,97.87,< 1 year,RENT,46000,1,0,Current
35000, 36 months,7.21,1084.07,1 year,OWN,70000,0,0,Current
12000, 36 months,8.46,378.59,10+ years,MORTGAGE,23000,2,0,Current
15000, 36 months,13.33,507.8,3 years,OWN,44000,0,1,Fully Paid
17325, 60 months,27.27,531.83,4 years,RENT,90000,0,0,Current
25000, 36 months,7.07,772.73,< 1 year,MORTGAGE,81000,0,0,Current
27000, 60 months,10.42,579.27,10+ years,RENT,60000,0,0,Current
13200, 60 months,7.89,266.96,< 1 year,MORTGAGE,50000,0,0,Current
16700, 60 months,18.54,429,10+ years,RENT,42000,3,0,Charged Off
7700, 36 months,16.02,270.79,10+ years,RENT,75000,0,0,Current
16000, 36 months,18.25,580.45,2 years,MORTGAGE,65000,0,0,Charged Off
16000, 36 months,8.39,504.27,5 years,MORTGAGE,72000,0,0,Fully Paid
10000, 36 months,15.05,346.9,6 years,RENT,40000,0,0,Fully Paid
16000, 60 months,24.99,469.53,10+ years,MORTGAGE,89000,2,0,Fully Paid
32000, 60 months,20,847.81,5 years,MORTGAGE,120000,1,0,Current
14000, 36 months,11.99,464.94,3 years,RENT,152000,1,0,Fully Paid
5000, 36 months,10.91,163.49,,RENT,33000,0,0,Current
6000, 36 months,9.32,191.69,< 1 year,MORTGAGE,67000,0,0,Fully Paid
10700, 36 months,19.47,394.77,10+ years,MORTGAGE,90000,0,0,Fully Paid
11425, 36 months,16.29,403.31,5 years,RENT,55000,1,0,Current
2400, 36 months,23.88,94.01,10+ years,MORTGAGE,90000,7,0,Fully Paid
25000, 36 months,5.31,752.76,10+ years,MORTGAGE,76500,0,0,Current
5000, 36 months,13.99,170.87,9 years,MORTGAGE,48000,0,0,Current
20000, 60 months,16.02,486.58,10+ years,OWN,30000,1,0,Late (16-30 days)
7200, 36 months,7.26,223.18,10+ years,MORTGAGE,51000,0,1,Fully Paid
6000, 36 months,5.31,180.67,10+ years,MORTGAGE,105000,0,0,Fully Paid
12000, 36 months,7.99,375.99,5 years,RENT,98000,0,0,Fully Paid
25000, 60 months,18.99,648.38,10+ years,MORTGAGE,92208,0,0,Current
24000, 60 months,12.99,545.96,10+ years,MORTGAGE,62000,0,0,Late (31-120 days)
15000, 36 months,10.15,485.07,3 years,RENT,147000,2,0,Fully Paid
6000, 36 months,10.99,196.41,10+ years,MORTGAGE,80000,0,0,Fully Paid
35000, 36 months,13.58,1189.09,5 years,MORTGAGE,133000,1,0,Current
5525, 36 months,15.61,193.19,10+ years,RENT,85000,2,0,Fully Paid
9500, 36 months,9.99,306.5,< 1 year,RENT,40000,0,0,Fully Paid
5000, 36 months,7.21,154.87,8 years,MORTGAGE,75000,0,0,Current
13000, 60 months,17.57,327.09,10+ years,MORTGAGE,100000,1,0,Fully Paid
4750, 36 months,8.19,149.27,6 years,RENT,74000,0,0,Current
35000, 36 months,12.73,1174.75,3 years,RENT,62736,0,2,Current
20000, 36 months,10.08,646.1,2 years,OWN,75000,1,0,Current
3000, 36 months,13.66,102.04,4 years,RENT,22509,0,0,Fully Paid
24000, 36 months,5.31,722.65,< 1 year,RENT,230000,0,0,Current
35000, 36 months,17.99,1265.16,10+ years,MORTGAGE,100000,0,0,Charged Off
18000, 60 months,13.33,412.61,10+ years,MORTGAGE,80000,0,1,Fully Paid
21000, 60 months,15.61,506.34,10+ years,MORTGAGE,190000,0,0,Fully Paid
30000, 60 months,19.53,787,5 years,RENT,124400,0,1,Charged Off
10000, 36 months,10.08,323.05,10+ years,MORTGAGE,108000,0,0,Current
4000, 36 months,19.99,148.64,< 1 year,OWN,32000,0,0,Fully Paid
15800, 60 months,20.99,427.36,10+ years,MORTGAGE,72000,0,0,Fully Paid
20000, 36 months,9.44,640.1,10+ years,RENT,65600,0,0,Current
6025, 36 months,13.59,204.73,4 years,MORTGAGE,145000,0,0,Current
20000, 36 months,12.29,667.06,10+ years,MORTGAGE,90000,0,1,Fully Paid
20000, 36 months,14.49,688.33,6 years,RENT,80000,1,0,Current
8000, 36 months,7.35,248.3,10+ years,MORTGAGE,50000,0,1,Current
40000, 60 months,13.06,911.36,10+ years,MORTGAGE,84000,0,0,Fully Paid
30000, 36 months,7.21,929.2,5 years,MORTGAGE,155000,0,0,Current
15000, 36 months,16.55,531.44,2 years,RENT,50000,1,0,Fully Paid
30800, 60 months,12.49,692.78,8 years,MORTGAGE,97000,0,0,Charged Off
16925, 36 months,11.99,562.08,5 years,RENT,62000,0,0,Fully Paid
19200, 60 months,16.55,472.54,10+ years,RENT,64600,0,0,Current
25000, 36 months,6.99,771.82,1 year,MORTGAGE,160000,0,0,Current
