Ticker,Name,Market Cap,Sector,Industry
GTBIF,Green Thumb Industries Inc (Sub Voting),2254291127,Unknown,Unknown
VYX,NCR Voyix Corp,2252600000,Technology,Application Software
AROC,Archrock Inc,2250463903,Energy,Oil & Gas - Services
TMDX,Transmedics Group Inc,2249865115,Unknown Sector,Unknown Industry
HTGC,Hercules Capital Inc,2248564334,Financial Services,Banks
IIPR,Innovative Industrial Properties Inc,2243198560,Real Estate,Real Estate Services
AKO-B,Embotelladora Andina S.A.,2236793666,Consumer Defensive,Beverages - Non-Alcoholic
AGYS,Agilysys Inc,2235201411,Technology,Application Software
CADE,Cadence Bancorporation - Class A,2234762269,Financial Services,Banks
NPWR,NET Power Inc - Class A,2232978842,Unknown Sector,Unknown Industry
ALG,Alamo Group Inc,2228554213,Industrials,Farm & Construction Machinery
IAS,Integral Ad Science Holding Corp,2224432300,Unknown Sector,Unknown Industry
ENR,Energizer Holdings Inc,2223189876,Technology,Computer Hardware
PPBI,Pacific Premier Bancorp Inc,2218196236,Financial Services,Banks
ATMO,AmericaTowne Holdings Inc,2217962390,Unknown,Unknown
LVWR,LiveWire Group Inc,2215827509,Unknown Sector,Unknown Industry
TGH,Textainer Group Holdings Ltd,2212696355,Industrials,Consulting & Outsourcing
DRVN,Driven Brands Holdings Inc,2211427442,Unknown Sector,Unknown Industry
NEP,NextEra Energy Partners LP,2209679500,Utilities,Utilities - Independent Power Producers
BOH,Bank of Hawaii Corp,2208857451,Financial Services,Banks
SOVO,Sovos Brands Inc,2208737741,Unknown Sector,Unknown Industry
CCU,Compania Cervecerias Unidas S.A.,2207779660,Consumer Defensive,Beverages - Alcoholic
FA,First Advantage Corp,2205415973,Unknown Sector,Unknown Industry
SDGR,Schrodinger Inc,2204570120,Unknown Sector,Unknown Industry
STRA,Strategic Education Inc,2200191572,Consumer Defensive,Education
SVV,Savers Value Village Inc,2193389147,Unknown Sector,Unknown Industry
LZ,LegalZoom.com Inc,2192156820,Unknown Sector,Unknown Industry
PZZA,Papa John`s International Inc,2190423436,Consumer Cyclical,Restaurants
TCN,Tricon Residential Inc,2189439218,Unknown,Unknown
CPE,Callon Petroleum Company,2187853824,Energy,Oil & Gas - E&P
IMCR,Immunocore Holdings plc,2187819478,Unknown Sector,Unknown Industry
NWTN,NWTN Inc - Class B,2187427943,Unknown Sector,Unknown Industry
DNUT,Krispy Kreme Inc,2186600000,Unknown Sector,Unknown Industry
LAC,Lithium Americas Corp,2186219775,Basic Materials,Metals & Mining
AMBA,Ambarella Inc,2182490303,Technology,Semiconductors
VCTR,Victory Capital Holdings Inc - Class A,2174931754,Financial Services,Asset Management
RDNT,Radnet Inc,2174823600,Healthcare,Medical Diagnostics & Research
PRFT,Perficient Inc,2173145933,Technology,Application Software
PI,Impinj Inc,2172938647,Technology,Computer Hardware
SLG,SL Green Realty Corp,2171162416,Real Estate,REITs
VSTS,Vestis Corp,2168736666,Unknown Sector,Unknown Industry
MODG,Topgolf Callaway Brands Corp,2168208992,Consumer Cyclical,Travel & Leisure
GRBK,Green Brick Partners Inc,2166378088,Real Estate,Real Estate Services
INTR,Inter & Co Inc - Class A,2162249926,Unknown Sector,Unknown Industry
IFS,Intercorp Financial Services Inc,2161779140,Unknown,Unknown
EGO,Eldorado Gold Corp,2155800652,Basic Materials,Metals & Mining
NABL,N-able Inc,2153709308,Unknown Sector,Unknown Industry
BRP,BRP Group Inc - Class A,2153489400,Unknown,Unknown
DKL,Delek Logistics Partners LP,2151849509,Energy,Oil & Gas - Midstream
RIOT,Riot Platforms Inc,2149547640,Financial Services,Brokers & Exchanges
TDS,Telephone And Data Systems Inc,2149161762,Communication Services,Communication Services
TAC,Transalta Corp,2147118000,Utilities,Utilities - Independent Power Producers
PARR,Par Pacific Holdings Inc,2144674164,Energy,Oil & Gas - E&P
XRX,Xerox Holdings Corp,2141545982,Technology,Application Software
CENT,Central Garden & Pet Company,2140004015,Consumer Defensive,Consumer Packaged Goods
EBC,Eastern Bankshares Inc,2135921534,Unknown Sector,Unknown Industry
BOOT,Boot Barn Holdings Inc,2131515094,Consumer Cyclical,Retail - Apparel & Specialty
EXTR,Extreme Networks Inc,2130000196,Technology,Communication Equipment
ALKT,Alkami Technology Inc,2128630309,Unknown Sector,Unknown Industry
VET,Vermilion Energy Inc,2124754920,Energy,Oil & Gas - E&P
MYRG,MYR Group Inc,2124617248,Industrials,Engineering & Construction
FL,Foot Locker Inc,2112348511,Consumer Cyclical,Manufacturing - Apparel & Furniture
BB,BlackBerry Ltd,2111328123,Technology,Communication Equipment
BLMN,Bloomin Brands Inc,2109496194,Consumer Cyclical,Restaurants
TBBK,Bancorp Inc (The),2107229453,Financial Services,Banks
PSMT,Pricesmart Inc,2097982687,Consumer Defensive,Retail - Defensive
BTE,Baytex Energy Corp,2097420110,Energy,Oil & Gas - E&P
PLUG,Plug Power Inc,2094863524,Technology,Computer Hardware
EQC,Equity Commonwealth,2094754424,Real Estate,REITs
PACB,Pacific Biosciences of California Inc,2094667329,Healthcare,Medical Diagnostics & Research
LAUR,Laureate Education Inc,2092603524,Consumer Defensive,Education
UDMY,Udemy Inc,2091877008,Unknown Sector,Unknown Industry
ROCK,Gibraltar Industries Inc,2089800999,Basic Materials,Building Materials
GDS,GDS Holdings Ltd,2089514602,Technology,Computer Hardware
PAX,Patria Investments Ltd - Class A,2088667677,Unknown Sector,Unknown Industry
SIX,Six Flags Entertainment Corp,2082981118,Consumer Cyclical,Travel & Leisure
OII,Oceaneering International Inc,2082105586,Energy,Oil & Gas - Services
LU,Lufax Holding Ltd,2075154568,Unknown Sector,Unknown Industry
SIMO,Silicon Motion Technology Corp,2074795511,Technology,Semiconductors
CAAP,Corporacion America Airports S.A.,2072928379,Industrials,Transportation & Logistics
PJT,PJT Partners Inc - Class A,2069282970,Financial Services,Brokers & Exchanges
JAMF,Jamf Holding Corp,2069255166,Unknown Sector,Unknown Industry
BHVN,Biohaven Ltd,2067957951,Unknown Sector,Unknown Industry
MWA,Mueller Water Products Inc - Series A,2067893988,Industrials,Industrial Products
FCPT,Four Corners Property Trust Inc,2067618264,Real Estate,REITs
LGF-B,Lions Gate Entertainment Corp - Class B,2065996029,Consumer Cyclical,Entertainment
HPK,HighPeak Energy Inc,2064356860,Unknown Sector,Unknown Industry
SJW,SJW Group,2060532994,Utilities,Utilities - Regulated
RKLB,Rocket Lab USA Inc,2058971376,Unknown Sector,Unknown Industry
VSTS,Vestis Corporation,2049917504,Unknown Sector,Unknown Industry
SFNC,Simmons First National Corp - Class A,2045437709,Financial Services,Banks
MGPI,MGP Ingredients Inc,2041909429,Consumer Defensive,Consumer Packaged Goods
SHO,Sunstone Hotel Investors Inc,2038697359,Real Estate,REITs
NAVI,Navient Corp,2038047241,Financial Services,Credit Services
QTWO,Q2 Holdings Inc,2037446106,Technology,Application Software
NS,Nustar Energy L P,2034037516,Energy,Oil & Gas - Midstream
ICUI,ICU Medical Inc,2032722887,Healthcare,Medical Instruments & Equipment
OUT,Outfront Media Inc,2030025431,Real Estate,REITs
MCY,Mercury General Corp,2027136959,Financial Services,Insurance - Property & Casualty
ENV,Envestnet Inc,2023218115,Financial Services,Brokers & Exchanges
PTVE,Pactiv Evergreen Inc,2019327301,Unknown Sector,Unknown Industry
FUN,Cedar Fair L.P.,2017053952,Consumer Cyclical,Travel & Leisure
TRN,Trinity Industries Inc,2016871497,Industrials,Transportation & Logistics
SLVM,Sylvamo Corp,2016615277,Unknown Sector,Unknown Industry
SBLK,Star Bulk Carriers Corp,2015772860,Industrials,Transportation & Logistics
GETY,Getty Images Holdings Inc - Class A,2014575401,Unknown Sector,Unknown Industry
MTX,Minerals Technologies Inc,2013156622,Basic Materials,Chemicals
OSIS,OSI Systems Inc,2006672324,Technology,Computer Hardware
GVA,Granite Construction Inc,2004956080,Industrials,Engineering & Construction
TFPM,Triple Flag Precious Metals Corp,2002784719,Unknown Sector,Unknown Industry
STRL,Sterling Infrastructure Inc,2001633647,Industrials,Engineering & Construction
